"","id","job"
"1804",1804,"Java Developer
Paychex - Webster, NY
Project: Paychex Next Generation (PNG): HTML5 Framework Build  Responsibilities • Enhance the user interface using HTML5, CSS3 and JavaScript Libraries like JQuery, AngularJS. •Involved in the complete Software Development Life Cycle including Requirement Analysis, Design, Implementation, Testing and Maintenance • Actively involved in Analysis, Detail Design, Development, Bug fixing and Enhancement in Agile methodology. • Participated in Scrum meetings as part of Iteration development process • Build JavaScript event framework that supports asynchronous events. • Built out common Components (Dropdown, table, and wells, accordion). • Advanced Security integration. • Wrote builds and deployment scripts using ANT and was also responsible in maintaining them • Code the middle tier changes using Java, RESTful and SOAP Web Services, spring and Hibernate. •Involved in Coding, Testing phases of Software Development Life Cycle in both Waterfall and agile, awareness of Staging and production environment as well. • Involved in Bug Fixing and performing Unit Testing and Code reviews.  Environment: HTML5, CSS3, JavaScript library (JQuery, AngularJS), RESTful Web Services, SOAP Web Services, Spring, Hibernate, Ant build, WebLogic Server, Oracle 11g, IBM Webstrom.
"
"1805",1805,"PYTHON DEVELOPER
DTCC GLOBAL FINANCIAL SERVICES - Brooklyn, NY
Work with team of developers on python applications for RISK management. • Experienced in Agile Methodologies and SCRUM Process. • Develop programs to automate the testing of RAID controller firmware and utilities using Python 2.7, Java, Bash script, Windows command line, AutoIt, AutoHotKey, Java Script, C. • Used Pandas library for statistical Analysis. • Worked on JavaScript MVC Framework like Angular.JS. • Worked on Python Open stack API's. • Created entire application using Python, Django, MySQL and Linux. • Worked with Open stack Command-line client • Created backend database T-SQL stored procedures and Jasper Reports. • Created a Git repository and added the project to GitHub. • Utilize PyUnit, the Python unit test framework, for all Python applications. • Exported/Imported data between different data sources using SQL Server Management Studio • Designed and developed the UI of the website using HTML, XHTML, AJAX, CSS and JavaScript. • Developed views and templates with Python and Django's view controller and templating language to create a user-friendly website interface. Environment: Python 2.7, Django 1.5, MySQL, Zope, Angular.JS, Windows, Linux, HTML, CSS, JQuery, JavaScript, Apache, Jira, Linux, Git.
"
"1806",1806,"Research Intern
University of Delaware - Newark, DE
•   Worked under Dr. Luc Claessens in the department of geography •   Assisted with his research with rooftop stormwater runoff in multiple neighborhoods in the city of Newark • Analyzed models and compiled data using ArcMap, the EPA Stormwater Calculator, Python, and Excel
"
"1807",1807,"JAVA programming development
AmeriCorp
2007-2008; Chagos Archipelago Sea Turtle Research 2014-15  Proficient Computer Skills: Microsoft Applications, Computer Aided Design, JAVA programming development, Internet, Adobe Suite and AutoDESK software.  Experience in usage and setup of access database programs for tracking utility bills; Utility Manager Pro, Energy Star's Portfolio Manager, DOD eQuest Auditing software.  Kristi Dunn, CEM WORK HISTORY qualifications objective
"
"1808",1808,"Junior Python Developer
VTG Software - Yerevan
Gathered business requirements and translated them into functional and technical specifications. ➢ Used Python 3.0 for generating IP access frequency lists in different data logs. ➢ Wrote Python scripts to read from Excel files and generate XML configuration files. ➢ Worked under the agile methodology in a sprint of 2 weeks and monthly releases. ➢ Used Django 1.5 as the web application framework to maintain the customer facing website. ➢ Implemented the data model using MySQL as the relational database system. ➢ Primarily worked on Linux (Ubuntu) based systems.
"
"1809",1809,"Senior Solutions Architect 
Datalink Corporation
at Datalink (FTE) Senior Solutions Architect - Cisco Nexus, NETAPP, Flex Pod, F5 Networks, VERITAS, Data domain, VMWare, PURE Storage, AppDynamics (APM 2.0) Reporting to the VP of Western region and 4 Senior Account Executives providing critical and consistent technical presales leadership and executive client-facing consulting expertise on all tier one enterprise products including Cisco(Datacenter/Security), Net App, PURE Storage, Palo Alto Networks, F5 Networks, Juniper Networks and Hitachi Data Systems. • Assisted Senior Account Executives in closing of over $4MM of new product revenue within my first year. Major clients included Riot Games, Ambry Genetics, Smith Micro, Transunion, Paramount Pictures, Hyundai Capital, DPR Construction, Alliant Insurance, AGI Global Investors, Cricket Wireless and XIFIN Economics Optimization.
"
"1810",1810,"Java Developer
Morgan Stanley - New York, NY
Project: Client Online It is a Client Facing application which mainly aims at managing the portfolio of private wealth management for a client plus GO GREEN process to deliver all reports electronically or physically. PWM Clients can get the full status of their wealth in Morgan Stanley, about profits, loss, etc. intraday, daily, weekly or any other time basis. The website also offers the Clients to view their transactions made on their accounts and thus analyze performance with pictographically created designs. Also they can view theirs reports in an e-copy rather than paper print-outs for all the accounts. The project is a J2EE based project using Sybase and Informix as its backend. However, it also includes other frameworks and languages like struts, ExtJS and shell scripting (UNIX/Perl) Responsibilities:  • Involvement in the Design, architecture and development of application from scratch. • Developed single-page applications using latest JavaScript frameworks (Angular JS and ExtJS) • Created self-contained, reusable, and testable UI modules and components. • Involved in development using Core Java, Multi-Threading, Spring 3.0, Jsp, Servlet, Oracle, J2ee, REST, SOAP, JAXB, ANT, IVY. • Created and Normalized Tables, Views and developed Procedures in Sybase database to be accessible by DAO layer access of the server side. • Used Java-J2EE patterns like MVC, Front Controller, Value Object, Data Access Objects, Command Pattern and Singleton patterns. • Managed code for different releases by branching and merging using Perforce. • Developed Data Access layer from scratch for mapping database scheme to object model. • Developed the application by extensive usage of Object Oriented Design pattern such as Factory, Decorator, Adapter, Command, Template to ensure code readability and maintainability. • Implemented java web service layer to get the signing rules from the isolation layer using bottom down approach using JAX-WS framework. • Designed and Developed batch processing using shell scripting and Autosys. • Implemented Database scripts to support integration testing. • Involved in development estimation and project release strategy. • Reviewed peer code using Crucible tool to comment and track review changes. • Used JIRA as a Change Request, defect tracking and project status tracking system in the project.  Environment: Core Java, J2EE, Multithreading, JSP, Servlets, Java Script, JDBC, XML, UML, JNDI, Web Services, SOAP, WSDL, JMS, Spring 3.0 (Core, Context), DAL, SLF4j, Oracle 10g, Perforce, Ant, Crucible with JIRA, JUnit, JMS, IBM WebSphere MQ series, Linux.
"
"1811",1811,"Teaching Assistant
Northwestern Polytechnic University - Fremont, CA
• Conduct laboratory sessions and teach them Unix/Linux Shell and Python Scripting. •  Assist students in better understanding the materials.
"
"1812",1812,"Software Developer Engineer
Bomgar
C/C++, STL, Python 2.7, Qt 4.x, sigslot API, GNU/Linux, mysql, postgres, soci, multithreading, cmake •   Redesigning and optimizing independently a major product feature: Bomgar Jumpoint •   Co-designed and developed independently a major addition 'real time information system' to Bomgar product •   Contributed significantly in porting product backend from mysql to postgresql using soci C++ framework •   Responsible for researching, creating and maintaining python test scripts for Qt app using Squish automated testing tool - Most recent exposure is on low level networking socket API and process management
"
"1813",1813,"Senior Mission Systems Engineer
SSL - Palo Alto, CA
Responsible for satellite on-orbit operations.  Provide solutions to circumvent problems experienced by exiting fleet of SSL built satellites.  Perform technical analysis to provide rationale to Customer’s observation.  Devise, develop, and implement automated protocols using Python to provide an autonomous recovery from a fault event.  Command and control of satellite during launch to ensure proper guidance to its final orbiting slot.  Supervise on-orbit performance test to ensure all contractual performances are met.
"
"1814",1814,"Java Developer
Wells Fargo - Philadelphia, PA
Project Title: Trade Exchange/Trade Insourcing, an interbank business tools for Import Export and Collection of Latter of Credit  Responsibilities: • Develop modules in JAVA/J2EE, Spring Framework 3.2, and Hibernate with XBRL specification implementation • Used core java, thread threading, I/O Streams, Collection framework. • Utilizing SOA Service Oriented Architecture. • Created several Exception classes to catch the error for a bug free environment • Database layer is implemented using Oracle • Implementation of REST for transfer of content • Developed EJBs (3.0) for processing the Business logics and to provide data persistence in the application. • Developed customer online chat interface with JQuery functions based on UI/UX standards • Implemented Service Oriented Architecture by developing Java web services using WSDL, UDDI and SOAP • Used XSL/XSLT for transforming and displaying reports. Developed Schemas for XML • Extensively used Hibernate in developing data access layer.  Environment: Core Java, J2EE, Servlets, JSP, JMS, Spring, Tibco EMS, Eclipse Link JPA, SVN, UML, WEB Sphere, Maven, Hibernate, UNIX, Toad, IBM MQ-Series, Web-Services SVN, Oracle, DB2, XML and XSL(XSLT), Log4j, JUNIT, JavaScript, JAX-WS, JAXB, RAD 7/8 etc.
"
"1815",1815,"Sr. Java Consultant
NY Dep of Health and Mental Hygiene - New York, NY
Working with Department of Information Technology and Telecommunications (DITTT) I have had the chance to work in different projects within Department of Health and Mental Hygiene. Below is the detailed information about the projects that I have been involved in:  Project: Build of Materials (BOM) Build of Materials helps to handles all new server requests. This application is used to document Server, Network, Load Balancing, Reverse Proxy, vLan, Backup, Security, Monitoring, Cluster and Certificate information. Environment: Eclipse IDE, Java, JDK1.7, Struts MVC, Spring, RESTFul web services, SQL Server 2012, JPA, XML, JSON, Quality center, Tomcat server, JIRA, Angular JS, HTML, CSS, Bootstrap, UNIX, Log4J  Project: Sexually Transmitted Disease Electronic Medical Record (STD EMR) The Sexually Transmitted Disease Electronic Medical Record (STD EMR) application is utilized by the NYC Department of Health and Mental Hygiene's Bureau of Sexually Transmitted Disease Control's medical clinics that collectively see about 80,000 patient visits per year. This application is used to document patient demographic and contact information, health insurance and reason for visit. Physicians use STD EMR to document their medical observations of patients, their diagnoses and the treatments provided and the related queues to review appropriate patient care. The application is capable of electronic laboratory test requisitioning and reporting and also interfaces with a patient portal so that patients can electronically retrieve their lab test results. The clinics also have patient registration kiosks which are connected with STD EMR. Data analysis of this rich database by administrators, researchers and epidemiologists are used for programmatic decision making, employee performance reviews and epidemiologic analyses. Environment: Eclipse IDE, Java, JDK1.7, Struts MVC, Spring, RESTFul web services, SQL Server 2012, JPA, XML, JSON, Quality center, Tomcat server, JIRA, Angular JS, HTML, CSS, Bootstrap, UNIX, Log4J, WebSphere MQ  Project: Veterinary Rodent Vector Surveillance System (VRVSS) The Division of Informatics and Information Technology (DIIT) is part of Department of Health and Mental Hygiene. Working on an existing PCTD web application and handheld/tablet solution that will synchronize mobile data to a staging database which will be uploaded to the PCTD web application dynamically. The system handles all the daily business operations for the Bureau of Veterinary and Pest Control Services, including receipt and triage of complaints, inspections, follow-up inspections, clean-ups, notifications and tribunal actions. Environment: J2EE (Struts 2, Spring),  Java,  JSF, ArcGIS,  JMS, Ajax, Dojo, Axis,  SOAP,  WSDL, XML, JSON, Bootstrap, JQuery, Web Logic,  MS SQL  Server 2005, Oracle 9i,  itext, Log4J, Eclipse, Clear case, AGILE, PL/SQL, SQL Developer, TOAD Developer, MQ Series.
"
"1816",1816,"Senior Java/J2EE Developer
SYNTEL INC - Atlanta, GA
Responsibilities As technical lead  Accomplishments completed 6 years of successful journey with may challenges. learned may new technology.  Skills Used Java /J2EE/ ,HTML Jquery Ajax, Restful web services.
"
"1817",1817,"Senior PHP/WordPress/Magento Developer
Learning Express Toys - Boston, MA
Responsibilities: • Implemented front-end layout and behavior with HTML, JavaScript and CSS. • Worked with REST based Web Services. • Developed compatible User Interface functionality using jQuery, Ajax, JavaScript & other libraries. • Used rotator.js, Jquery slide menu, easing plug-in to implement the front end. • Wrote SQL queries to fetch and store the data using MYSQL database • Implemented the presentation layer with HTML, XHTML, JavaScript, Ajax, and CSS, jQuery other libraries • Setting up Angular.js framework for UI development. Developed html views with HTML 5, CSS 3, JQuery 1.1.0, JSON, and Java Script. • Utilized Modernizer extensively to build HTML5/CSS3 based page layouts that are cross-browser compatible and standards-compliant. • Built custom UI Widgets and Application logic using Angular JS MVC architecture. • Produced and consumed Rest Web Services, developed DAO's and DTO classed for services and consumed through Angular factory service calls from front end. • Used CSS3 to develop Rich UI Components such as Accordions and Modal Windows using pure HTML 5 and CSS3. • Implemented various Validation Controls for form validation and implemented custom validation controls using Object Oriented JavaScript. • Developed code to call the web service/APIs to fetch the data and populate on the UI using JQUERY/AJAX. • Prepared a Test plan which specified the testing approach and strategy and the scope of testing. • Developed presentation layer using HTML5, JavaScript, CSS3, AJAX etc. • Worked on WSDL for building some specific web pages for database information. • Worked with Visual Studio for converting web pages from .NET to PHP. • Made various contributions to Drupal.org. • Worked on an open-source CMSDrupal to build website using Drupal7. • Worked with LAMP stack, NOC. • Using complex Object Oriented concepts in improving the performance of the websites.  Environment: PHP 5, XML, HTML, ZEND Framework, LAMP, JavaScript, AJAX, CSS, MySQL, VPN, Cake PHP, Drupal, Jquery, Joomla, Magento, Wordpress, cake php, code ignitor, JavaScript
"
"1818",1818,"Sr. Java Developer
Verizon - Waltham, MA
Project Description: Verizon is one of the leading mobile phone service providers; the web application provides the control panel to retrieve the data with the different conditions. The user can change the theme of the web page also. The custom tag called table tag was developed and used, this will handle the sorting the each column, vertical display, filtering the data using Ajax methodology. The separate module will handle the exporting the data to PDF, CSV and XLS formats. We used Jfreechart for graphing. The data will be fetched from multiple databases. Responsible for installing Weblogic in Solaris OS.  Responsibilities: ➢ Analyzing business requirements, story-boards and similar artefacts of the scrum process, work in an agile development environment with a quick turnaround time and iterative builds. ➢ Developed service classes, DAOs classes as per the design and developed business logics using CORE JAVA API and Data Structures. ➢ Configured WebSphere resources like JDBC providers, JDBC data source, connecting pooling. ➢ Responsible for Unit Testing using JUnit and JWeb and Implemented unit testing (Junit), functional testing and integration testing. ➢ Responsible for coding with the use of Object Oriented Principles and implementing MVC with JSP, Spring1.2.9. ➢ Developed pom.xml for the build of the application using Maven andexperience in build management with Ant Script. ➢ Developed additional UI Components using JSF and implemented an asynchronous, AJAX (JQuery) based rich client to improve customer experience. ➢ Implemented JDBC Framework for Object relational Mapping to SQL Server Database and Wrote and modified database stored procedures, triggers, functions, and Pl/SQL Scripts. Database administration, maintenance, and schema design for PostgreSQL and MS SQL Server. ➢ Developed the application using Spring Framework which is based on the MVC design pattern. ➢ Configured and maintained Spring Application Framework and Involved in writing JPA-Hibernate named and criteria queries and configured entity manager and persistent context in the application. ➢ Responsible for development of configuration, mapping and Java beans for Persistent layer (Object and Relational Mapping) using Hibernate. ➢ Involved in deploying applications on the Weblogic Server. ➢ Using Eclipse to development, debugging application and codes and deploying new functionalities. ➢ Developed middleware components using EJB's, used container manager transactions for transaction management and involved in mapping JPA entities to database tables. ➢ Developed User Interface satisfying business requirements using Java Server Faces (JSF 2.2, Primefaces, xhtml, Javascript, Jquey), Cascading Style Sheets (CSS), and XML. ➢ Created Junit test cases to test the codes and validate the release. Tested application at local severs to make sure codes are working as per expected results. ➢ Consumed RESTFUL Webservices using apache Http Client to get data from different other systems. ➢ Responsible for retrieving data from various sources such as Oracle and XML documents and worked in the Webservices Environment developing the service methods.  Environment: Core Java, Eclipse, JSP, GWT, UML, Ajax, JSON, Servlets, J2EE(Spring and Hibernate), Weblogic 10 Server, XML, Enterprise Service Bus, Apache Http Client and Mockito Oracle 10g Database, WebSphere, JavaScript, Message MQ DOJO, AJAX, Jquery, Angular JS Spring, Log4j, JUnit 3.8.1, Selenium2.4, ANT,  Windows XP and Solaris and VSS, Axis2, java Mail, Subversion, Agile/Scrum Methodology.
"
"1819",1819,"Python web developer
Self-employed - Sacramento, CA
Motivated by Python's clean style, explicit syntax, powerful and widely usage, I inspired myself digging into python and its related technologies, such as web crawler, big data manipulation(Panda), search engine algorithms(constant web crawling, indexing, documentation, user customization) using Janja2 and Google Webapp2, Django ecommerce website(https://github.com/fangkunjnsy/Django-multi-fuctional- website), including Html, CSS, JavaScript, JQuery/Ajax/API, BootStrap, Python web scrapy based front- end and Python, djcelery, SQLite, MongoDB, Celery asynchronous tasks queue/worker + RabbitMQ tasks manager based backend.
"
"1820",1820,"Software Develepment and Test Engineer(Intern)
Motorola Mobility - Chicago, IL
Android Mobile Apps and Phone Current Drain manual and automation testing ● Developed Test Automation Scripts in Python and Java (Android SDK tools, UI automator) for mobile apps, increasing work efficiency and consistency between data results ● Configured Current Drain Performance Automation(CDPA) on Android Platform ● Communicated with and trained employees in Brazil, China, and on-sight to utilize automation test tools and to test complex use case scenarios
"
"1821",1821,"Product Engineer 
Esri
•   Helped developers and product area owners troubleshoot and verify issues and defects. •   Reported and analyzed test results to ensure quality of existing and new features. •   Responsible for PyUnit test harness on Linux and Windows. •   Responsible for Python regression test harness on Linux. •   Responsible for Coded UI Test harness maintenance and execution. •   Responsible for upgrading project to examine dump files and generate usage statistics based on data collected. This included upgrades to backend analysis and a web interface to analyze the data. •   Collaborated with IT and development to maintain hardware and virtual testing infrastructure. •   Provided general assistance to Product Engineers with issues related to the Linux environment.
"
"1822",1822,"SOFTWARE DEVELOPER - PYTHON/JAVA
BANK OF AMERICA - Edison, NJ
Regulatory Reporting System: Worked in Derivatives and FX Back Office Technology for Regulatory Reporting of Foreign Exchange, Interest Rates, Credits and Equities OTC financial product transactions to national regulatory authorities such as US CFTC, European ESMA, Russian NSD, MAS - Singapore and Hong Kong (HKMA) through DTCC (Depository Trust and Clearing Corporation).  • Worked extensively on the Python based proprietary framework Quartz. • Performed efficient delivery of code based on principles of Test Driven Development(TDD) and continuous integration to keep in line with Agile Software Methodology principles. • Implemented large scale data processing of trade and position level information, by using a custom built MapReduce engine. • Implemented and consumed Task Schedulers for scheduling job priority while distributing data and map/reduce functions over Grid. • Created time sensitive scripts to parse to large sets of serialized, unstructured data objects (30 Million +), filtering and reducing data into functional reports. • Worked on a large scale distributed computing environment, monitoring data nodes to prioritize jobs for processing functions. • Back loaded 1.6 million trades for European jurisdiction and improved performance by implementing multiple UNIX Cron job feeders for single activity. • Used existing Deal Model in Python to inherit and create object data structure for regulatory reporting. • Developed and maintained web services in Jython using RPyC module to process trade data from legacy applications. • Used standard Python modules e.g. csv, robotparser, itertools, pickle, jinja2, lxml for development. • Created modules to transform incoming XML trade data into trade objects, parse trade data and create outbound FPML (Financial Products Markup Language) sent to DTCC repositories. • Implemented concept of Dependency Acyclic Graph in existing Deal Model within Python classes for creating dependency over various deals objects across the Bank's systems. • Implemented and used custom built query script to store, index and read large sets of Object data (like MongoDb) • Used Python unit and functional testing modules such as unit test, unittest2, mock, and custom frameworks inline with Agile Software Development methodologies. • Trained extensively in Agile methodologies and implemented by participating in scrum standups, Kanban mode, discussing and implementing requirements with Product Owners  Affirmation, Cash Flow Matching and Confirmation System: Developed and maintained a workflow tool in C#, Java and TIBCO to provide Affirmation data to Client Service professionals. Developed multiprocessing tools in Core Java to read and process large sets of Equity trade data from various regions and messaging them to Documentation and Confirmation team. • Used Core Java to create ad-hoc job schedulers to source regional data and queue into documentation process. • Used effective Java Design patterns in line with SOLID principles. Design patterns such as Factory, Proxy, Service Locator commonly used. • Worked on Business Process Modeling (BPM) using TIBCO ® iProcess for Derivative Affirmations, Confirmations and Cash Flow Settlements. • Implemented SOAP over JMS Web Services as an alternative to standard SOAP/HTTP Java Web Services in TIBCO. • Worked on development and maintenance of business processes using TIBCO ® Business Works for the above mentioned, and integration with iProcess and GUI. • Resolving issues related to messaging and queuing systems in JMS, EMS (Tibco) and IBM® Websphere MQ. • Development, bug fixes and enhancements of GUI written in C# and .NET platform
"
"1823",1823,"Technical Lead, Vital Positive Train Control Systems
IGATE Technologies INC (WABTEC) - Cedar Rapids, IA
Environment: Java, Struts, Python, Tcl, Eclipse, QAComplete, Linux, Windows •    Understanding requirements. •    Verifying use cases and requirement docs to ensure both are in sync and conveying discrepancies to the systems team. •    Analysis of the requirements and high level design. •    Coding and Code Review. •    Developing web application to automate manual activities like installing software on remote hardware. •    Studying the existing code for code coverage activity and refactoring it. •    Providing technical guidance and training new team members on the domain (Positive Train Control). •    Unit Test case creation and Unit Testing. •    Resolving the reported defects with a quick turnaround. •    Monitoring and tracking task assignment on day-to-day basis. •    Defect assignment and ensuring them to be closed within the timelines.  •    Establishing co-ordination between client and offshore team. •    Build and deployment of application on JBOSS. •    Demonstrating the application to the Client.  Sr. Software Engineer, Vital Positive Train Control Systems Environment: Java, Python, JScript, Eclipse, Test Complete, Oxygen, Linux, Windows •    Developed simulators for testing vital systems using Java. •    Developed data driven framework for automation testing of vital applications. •    Automated test scripts for GUI testing using Test complete, Python and Java. •    Automated Test case creation for GUI based applications. •    Designed and developed a code review framework in Python to review C/C++ code as per the standards provided by client. •    Gained domain knowledge on Positive Train Control systems. •    Coordinated with the client to grasp the requirements and present the optimal solution.
"
"1824",1824,"Software Consultant
Quixey - Mountain View, CA
Project: Collect API(REST) -  Exploited and implemented load-testing, unit testing of bulk entries sending to Kafka -  Performance tuning Collect API Python code -  Skills used: Python 2.7, Scala 2.11, Java 1.8, Gatling, Kafka -  Environment: Mac and Linux (Ubuntu)
"
"1825",1825,"Wireless Networking Intern
Jasper Technologies Inc
•   Worked on network infrastructure of IoT powered cars and devices •   Network Maintenance over Unix based servers •   Developed a Python script to automate the data processing mechanism for the network
"
"1826",1826,"Director of Sales North America
Python Safety
Initiated formal training for new sales hires • Added two new key clients Bechtel and Zachry construction. Over $1 millions in sales
"
"1827",1827,"Developer
Minot State University
Description: STEM project at Minot State University is a project for K-12 teachers in Science, Technology, Engineering, and Mathematics. The project aims to produce students better prepared in STEM.  Responsibilities: • Led the migration to Git, helped formulate software revision work flow • Helped implement Angular JS for a content submission module • Participated in the effort of the migration from Bootstrap 2 to Bootstrap 3 CSS • Created test environments to isolate and debug performance issues • Implemented custom CMS using Tiny MCE (Tiny Moxie code Content Editor) with a simple history auditing facility • Prototyping and demonstrating different technologies (ASP.NET C#, PHP, Python, ODBC, PDO) • Designed and developed database schema for the website for Oracle 11g • Generated and compiled information and scripts for loading data into the database • Developed ASP.NET implementation using ASP.NET MVC 5 and SQL Server 2012 • Developed PHP 5.6 application on Vagrant and Virtual box using composer for package management and Oracle 11g • Experimented with Memcached for A/B testing and technology evaluation for our application • Led an effort to streamline landing new developers into the project using Vagrant files and Virtualbox as well as easy to use GUI tools such as Atlassian SourceTree for people new to Git and version control in general • Found issues including security vulnerabilities and fixed them after discussion with team members • Evaluated ExtJS and Sencha Touch for administrative dashboard module • Created simple wire frames to get discussion started on dashboard design using Adobe Illustrator, Photoshop, and InDesign • Generated UML diagrams for various data sources as well as applications using standard IDE tools as well as MS Visio  Environment: IntelliJ IDEA, Net beans, Visual Studio 2013, Vagrant, Virtual box, Windows Server, Cent OS, Oracle 11g, My SQL 5.6
"
"1828",1828,"Linux Power Management engineer
Android - San Diego, CA
▪ Worked on Android/Linux kernel/power management. ▪ Knowledge/experiences on Linux kernel, Linux power management architecture, Linux cpufreq governors, ARM processor(including ARM assembler language), PMIC for battery charging/gauging. ▪ Developed OS(Simple Light OS) from scratch : implement ARM build system, linker script, timer interrupt, CFS scheduler, exception vectors, interrupt service routine, syscall, context switching, task synchronization, elf loader(loading/executing user build elf). ref blog : http://helloslos.blogspot.com/ ▪ Knowledge/experiences of Trace32, script languages(shell, python). ▪ Developed automated power test tool – using Java and C# (apk on target device : java, desktop app : C#), current logging, cpu wakeup logging, touch event library, JNI, thread synchronization, Object oriented design. ▪ Developed power debugging application in android(powertop.apk, powertop). ▪ Worked on power management in multimedia, network related power consumption. Save power by governor optimization, changing graphics rendering rate, modifying WiFi DTIM, and fixing spurious wakeups - worked on a couple of LG flagship products(Nexus4/5, G1/2 etc). ▪ Power debugging with qualcomm […] and MSM8974.
"
"1829",1829,"Research Analyst
Rocket Fuel - New York, NY
• Building complex interactive data visualizations with D3.js • Data mining and web scraping with Python in order to tell interesting and compelling stories through research papers and blog posts • Building predictive models based on both first and third party data • Automation of analytical and research based tasks with Python • Developing Marketing Mix Models to optimize the allocation of spend across marketing initiatives and maximize ROI • Development of a deep understanding of Hadoop and real-time bidding infrastructures • Arming sales team with insightful analysis to engender thought leadership
"
"1830",1830,"TEST AUTOMATION CONSULTANT
REDBRICK HEALTH CORP - Minneapolis, MN
Automated UI acceptance tests using Python (behave) and Ruby (Cucumber). Ran these tests across all test environments, analyze results, and presented findings to the quality and development teams. Worked with key persons throughout R+D to introduce quality in the continuous delivery strategy. • Developed framework for QA analysts to write automated tests using Gherkin syntax. • Integrated test automation efforts into continuous delivery process using TeamCity. • Realigned test automation practices to reflect consumer experience. • Worked within scrum teams in a continuous delivery setting.
"
"1831",1831,"Test Engineer
Intel-Silicon Photonics Group
Upgraded test throughput by 600x over what was present when started, from test times of 20 hours for 10 devices in R&D mode, to test times of 10 minutes for 50 devices in production mode.  •    Wrote several Matlab and Python drivers for data acquisition of silicon photonic components.  o     Automated motion control stages to allow unattended data collection.  o     Programs use GPIB and RS232 instrument control and data acquisition on Keithley Test and Measurement systems, Newport power meters, and Thorlabs stages.  o     Wrote data extraction algorithms that reduce raw data to key variable trends.  o     Designing system in Python to monitor power delivered to dozens of devices under stress. The system allows us to track changes across several power supplies in parallel, and periodically shelves the data.  •    Built most of the test and stress fixtures for the photonics reliability lab.  o     Designed a number of opto-mechanical components for test mounts.  •    Designed, assembled and tested PCBs; collaborated with other employees in assembling and testing boards.  o     Designed 50 channel programmable current driver, with simple firmware in C.  o     Designed smart stress board, which facilitates both the burn-in, aging and testing of several Integrated Circuits in parallel using fully automated test routines. Scaled up to the primary reliability test method for the SPSG group.  •    Produced documentation for technicians on how to operate lab instruments and tests. Prepared bill of materials for tests.  •    Had primary ownership of monitor photodiode qualification: built all test equipment, collected and analyzed all data required. General Experience •    Developed sensor daughter card with altimeter, accelerometer, gyroscope, and compass, which communicate over I2C bus. Also decoded and debugged I2C on the sensor card using both a bitscope and Saleae analyzer. Currently writing C libraries for interface.
"
"1832",1832,"Senior Security Consultant
Forsythe Solutions Group, Inc
Perform manual web application, network penetration, and social engineering engagements for clients on both development and production environments •   Conduct vulnerability research and development of advanced application security threats and countermeasures and published findings for internal and external consumption •   Create intellectual property for the growing security practice at Forsythe such as offerings and services materials, document templates, and operational processes •   Mentoring of more Junior members joining the Threat Assessment Program
"
"1833",1833,"Novel MIDI Controller
State University of New York
Designing intuitive grid based MIDI controller for the purpose of musical education. ●   Creating object detection program with OpenCV in Python to detect orientation and color of objects.
"
"1834",1834,"Associate, Financial Modeling Group
BlackRock, Inc - New York, NY
• Mortgage backed securities prepayment behavioral modeling for investment clients within BlackRock and external through the Aladdin platform, with $15+ trillion AUM. • Bespoke consumer credit risk modeling for CCAR clients through advisory engagements. • Core risk analytics and prepayment library implementation (C++), and standalone cash flow engine design and implementation (Python). • Relative value analysis and economy impact risk analysis for BlackRock agency MBS trading desk.
"
"1835",1835,"Senior Java/J2EE Developer
Dell - Chantilly, VA
Project: Identity Guard Description: Every business day' we watch over your credit files. Identity Guard will alert you quickly if it notice certain changes' and you can get monthly updates on your credit score*. You can also view your credit report and score anytime in your Identity Dashboard. Identity Guard proactively monitors your personal information' such as your name and Social Security number' online. Identiy Guard will  alert you if it finds that information connected to certain types of activity.  Identity Guard will carefully monitor your publicly available information for certain changes' and you'll receive a quarterly report' updating you on information it found' or letting you know that everything looks okay.  Responsibilities: • Used Java8 (Lamda Expressions, Custom Annotations) for development. • Involved in writing junit tests using Mockito and SpringMVCMocking framework. • Experienced with Java Multicolored programming to develop multithreaded modules and applications. • Extensively used Java Collections framework for back-end services and to display view on front-end. • Used axon framework for event handling. • Involved in configuring and integrating Spring and Hibernate frameworks. • Used Spring MVC and restful web services such as jersey, axis frameworks. • Used the JProfiler tool for dynamic code analysis. • Wrote build & deployment scripts using Maven. • Used GIT, BitBucket for Version Control. • Designed and developed application in Agile Methodology. • Used various design patterns such as Factory, Abstract Factory, Builder, Prototype, Decorator, Composite, Adapter, Factory, Abstract Factory, Singleton, Command in the development • Implemented Spring services and Spring Controllers interactions to operate on data. • Implement solutions focusing to reuse and industry standards at a program. • Evaluate current or emerging technologies to consider monetary factors to java program. • Used IntelliJ for java development.  Environment: Java 8, J2EE, Spring 3.0, Servlets, JSP, XML, JavaScript, maven, IntelliJ, MySQL, Log4j, Tomcat , Windows NT/2000, UNIX (MAC),  Jprofiler.
"
